File Path,EPSG Code,Projection,Spheroid,Semi-major Axis,Inverse Flattening,Datum,Unit,Unit Conversion Factor,GeoTransform Top Left X,GeoTransform Pixel Size X,GeoTransform Rotation X,GeoTransform Top Left Y,GeoTransform Rotation Y,GeoTransform Pixel Size Y
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-23/1km175170491702022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,517000.0,0.5,0.0,4918000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-24/1km175440493302022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,544000.0,0.5,0.0,4934000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-25/1km174690496302022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,469000.0,0.5,0.0,4964000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-26/1km174900493702022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,490000.0,0.5,0.0,4938000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-27/1km175780492302022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,578000.0,0.5,0.0,4924000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-28/1km175960491802022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,596000.0,0.5,0.0,4919000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-29/1km175590496402022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,559000.0,0.5,0.0,4965000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-30/1km175890494402022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,589000.0,0.5,0.0,4945000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-31/1km176040494402022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,604000.0,0.5,0.0,4945000.0,0.0,-0.5
/Volumes/Expansion 1/DTM_UNZIP/HuronGeorgianBay-DTM-32/1km176180494402022LHURONGEORGIANBAY_DTM.tif,7019,Transverse_Mercator,,,,,,,618000.0,0.5,0.0,4945000.0,0.0,-0.5
